new file 
Gene Symbol	Disease	Ensembl ID	Gene ID	OMIM	GeneCards	HugeNavigator	GenAtlas	YFG	PharmGKB	HGMD	EXPASY	WikiGenes	NCBI	GAD	Gene Name	Gene Symbol Synonyms	Gene name Synonyms	Chromosome	Location	PMIDs	# of Refs	# DB	HuGe Prospector Score	pValues	No Association Number	# of GAD Yes	# of GAD No	Final Score	
HTR3A	autism	ENSG00000166736	3359	0	1	1	0	0	0	0	0	0	0	0	5-hydroxytryptamine (serotonin) receptor 3A	5-HT-3|5-HT3A|5-HT3R|5HT3R|HTR3	5HT3 serotonin receptor|serotonin-gated ion channel receptor	11	11q23.1	19184136,	1	2	0.0070		0	0	0	0.9000000000000001	
SNAP25	autism	ENSG00000132639	6616	0	1	1	0	0	0	0	0	0	0	0	"synaptosomal-associated protein, 25kDa"	FLJ23079|RIC-4|RIC4|SEC9|SNAP|SNAP-25|bA416N4.2|dJ1068F16.2	OTTHUMP00000030267|OTTHUMP00000030268|resistance to inhibitors of cholinesterase 4 homolog|synaptosomal-associated protein 25	20	20p12-p11.2	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
HTR3B	autism	ENSG00000149305	9177	0	1	1	0	0	0	0	0	0	0	0	5-hydroxytryptamine (serotonin) receptor 3B	5-HT3B	5-hydroxytryptamine 3 receptor B subunit|serotonin-gated ion channel subunit	11	11q23.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
ABCA13	autism	ENSG00000179869	154664	0	1	1	0	0	0	0	0	0	0	0	"ATP-binding cassette, sub-family A (ABC1), member 13"	DKFZp313D2411|FLJ16398|FLJ33876|FLJ33951	"ATP binding cassette transporter A13|ATP binding cassette, sub-family A (ABC1), member 13"	7	7p12.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
HTR3C	autism	ENSG00000178084	170572	0	0	1	0	0	0	0	0	0	0	0	"5-hydroxytryptamine (serotonin) receptor 3, family member C"	-	5-hydroxytryptamine receptor 3 subunit C	3	3q27.1	19035560,	1	1	0.0070		0	0	0	0.9000000000000001	
SHMT1	autism	ENSG00000176974	6470	0	0	1	0	0	0	0	0	0	0	0	serine hydroxymethyltransferase 1 (soluble)	CSHMT|MGC15229|MGC24556|SHMT	14 kDa protein|cytoplasmic serine hydroxymethyltransferase	17	17p11.2	19440165,	1	1	0.0070		0	0	0	0.9000000000000001	
OPRL1	autism	ENSG00000125510	4987	0	1	1	0	0	0	0	0	0	0	0	opiate receptor-like 1	KOR-3|MGC34578|NOCIR|OOR|ORL1	LC132 receptor-like|OTTHUMP00000031640|OTTHUMP00000031641|OTTHUMP00000031642|kappa3-related opioid receptor|nociceptin receptor|orphanin FQ receptor	20	20q13.33	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
IGF1	autism	ENSG00000017427	3479	0	1	1	0	0	0	0	0	0	0	0	insulin-like growth factor 1 (somatomedin C)	IGF1A|IGFI	insulin-like growth factor 1	12	12q22-q23	19598235,	1	2	0.0070		0	0	0	0.9000000000000001	
IGF2	autism	ENSG00000167244	3481	0	0	1	0	0	0	0	0	0	0	0	insulin-like growth factor 2 (somatomedin A)	C11orf43|FLJ22066|FLJ44734|INSIGF|pp9974	OTTHUMP00000011012|OTTHUMP00000011015|OTTHUMP00000011018|OTTHUMP00000011157|insulin-like growth factor 2|insulin-like growth factor II|insulin-like growth factor type 2|putative insulin-like growth factor II associated protein|somatomedin A	11	11p15.5	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
NPY1R	autism	ENSG00000164128	4886	0	1	1	0	0	0	0	0	0	0	0	neuropeptide Y receptor Y1	NPYR	-	4	4q31.3-q32	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
ACCN1	autism	ENSG00000108684	40	0	1	1	0	0	0	0	0	0	0	1	"amiloride-sensitive cation channel 1, neuronal"	ACCN|ASIC2|ASIC2a|BNC1|BNaC1|MDEG|hBNaC1	degenerin|neuronal amiloride-sensitive cation channel 1	17	17q12	17376794,	1	3	0.0070		1	0	0	0.9000000000000001	
CSNK1E	autism	ENSG00000213923	1454	0	1	1	0	0	0	0	0	0	0	0	"casein kinase 1, epsilon"	HCKIE|MGC10398	CKI-epsilon|OTTHUMP00000063258|OTTHUMP00000063263|casein kinase 1 epsilon|casein kinase I epsilon	22	22q13.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
MC4R	autism	ENSG00000166603	4160	0	1	1	0	0	0	0	0	0	0	0	melanocortin 4 receptor	MGC126851|MGC138197	OTTHUMP00000163654	18	18q22	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
STK38	autism	ENSG00000112079	11329	0	1	1	0	0	0	0	0	0	0	0	serine/threonine kinase 38	NDR|NDR1	Ndr Ser/Thr kinase-like protein|OTTHUMP00000016293|nuclear Dbf2-related 1|serine threonine protein kinase	6	6p21	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
GRIK3	autism	ENSG00000163873	2899	0	0	1	0	0	0	0	0	0	0	0	"glutamate receptor, ionotropic, kainate 3"	EAA5|GLR7|GLUR7|GluR7a	"OTTHUMP00000004360|dJ1090M5.1 (glutamate receptor, ionotropic, kainate 3 (GLUR7))|excitatory amino acid receptor 5|glutamate receptor 7"	1	1p34-p33	15094479,	1	1	0.0070		0	0	0	0.9000000000000001	
TSPAN7	autism	ENSG00000156298	7102	0	1	1	0	1	0	0	0	0	0	0	tetraspanin 7	A15|CCG-B7|CD231|DXS1692E|MRX58|MXS1|TALLA-1|TM4SF2|TM4SF2b	"CD231 antigen|T-cell acute lymphoblastic leukemia associated antigen 1|cell surface glycoprotein A15|membrane component, X chromosome, surface marker 1|tetraspanin protein|transmembrane 4 superfamily 2b|transmembrane 4 superfamily member 2|transmembrane protein A15"	X	Xp11.4	19736351,	1	3	0.0070		0	0	0	0.9000000000000001	
SLC7A5	autism	ENSG00000103257	8140	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5"	4F2LC|CD98|D16S469E|E16|LAT1|MPE16|hLAT1	4F2 light chain|CD98 light chain|L-type amino acid transporter 1|integral membrane protein E16|large neutral amino acids transporter 1|large neutral amino acids transporter small subunit 1|sodium-independent neutral amino acid transporter LAT1	16	16q24.3	19184136,	1	2	0.0070		0	0	0	0.9000000000000001	
NR2E1	autism	ENSG00000112333	7101	0	0	1	0	0	0	0	0	0	0	0	"nuclear receptor subfamily 2, group E, member 1"	TLL|TLX|XTLL	OTTHUMP00000016940|OTTHUMP00000040473|tailes-related receptor|tailless homolog	6	6q21	19058789,	1	1	0.0070		0	0	0	0.9000000000000001	
TGFB1	autism	ENSG00000105329	7040	0	1	1	0	0	0	0	0	0	0	0	"transforming growth factor, beta 1"	CED|DPD1|TGFB|TGFbeta	"TGF-beta 1 protein|diaphyseal dysplasia 1, progressive|transforming growth factor-beta 1"	19	19q13.2|19q13.1	17626784,	1	2	0.0070		0	0	0	0.9000000000000001	
SEZ6L2	autism	ENSG00000174938	26470	0	1	1	0	0	0	0	0	0	0	0	seizure related 6 homolog (mouse)-like 2	FLJ90517|PSK-1	type I transmembrane receptor (seizure related protein)|type I transmembrane receptor (seizure-related protein)	16	16p11.2	19242545,	1	2	0.0070		0	0	0	0.9000000000000001	
PDE4B	autism	ENSG00000184588	5142	0	1	1	0	0	0	0	0	0	0	0	"phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)"	DKFZp686F2182|DPDE4|MGC126529|PDE4B5|PDEIVB	"OTTHUMP00000010652|OTTHUMP00000010656|OTTHUMP00000046896|cAMP-specific 3',5'-cyclic phosphodiesterase 4B|cAMP-specific phosphodiesterase-4 B isoform|dunce-like phosphodiesterase E4|phosphodiesterase 4B|phosphodiesterase 4B, cAMP-specific (dunce"	1	1p31	19251251,	1	2	0.0070		0	0	0	0.9000000000000001	
CPA2	autism	ENSG00000158516	1358	0	1	1	0	0	0	0	0	0	0	0	carboxypeptidase A2 (pancreatic)	-	-	7	7q32	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
STK39	autism	ENSG00000198648	27347	0	1	1	0	0	0	0	0	0	0	0	"serine threonine kinase 39 (STE20/SPS1 homolog, yeast)"	DCHT|DKFZp686K05124|PASK|SPAK	Ste20-like protein kinase|proline-alanine-rich STE20-related kinase|small intestine SPAK-like kinase	2	2q24.3	18348195,	1	2	0.0070		0	0	0	0.9000000000000001	
DAO	autism	ENSG00000110887	1610	0	1	1	0	0	0	0	0	0	0	0	D-amino-acid oxidase	DAAO|DAMOX|MGC35381|OXDA	-	12	12q24	17629951,	1	2	0.0070		0	0	0	0.9000000000000001	
HIRIP3	autism	ENSG00000149929	8479	0	1	1	0	0	0	0	0	0	0	0	HIRA interacting protein 3	-	HIRA-interacting protein 3	16	16p11.2	19242545,	1	2	0.0070		0	0	0	0.9000000000000001	
KCND2	autism	ENSG00000184408	3751	0	1	1	0	0	0	0	0	0	0	0	"potassium voltage-gated channel, Shal-related subfamily, member 2"	KIAA1044|KV4.2|MGC119702|MGC119703|RK5	voltage-gated potassium channel Kv4.2|voltage-sensitive potassium channel	7	7q31	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
DYX1C1	autism	ENSG00000128845	161582	0	1	1	0	0	0	0	0	0	0	0	dyslexia susceptibility 1 candidate 1	DYX1|DYXC1|EKN1|FLJ37882|MGC70618|RD	OTTHUMP00000162853	15	15q21.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
HLA-A	autism	ENSG00000206503	3105	0	1	1	0	0	0	0	0	0	0	0	"major histocompatibility complex, class I, A"	FLJ26655|HLAA	"HLA class I histocompatibility antigen, A-23 alpha chain|MHC class I antigen HLA-A heavy chain|MHC leukocyte antigen|OTTHUMP00000161059|antigen presenting molecule|leucocyte antigen class I|leukocyte antigen class I-A"	6	6p21.3	16720216,	1	2	0.0070		0	0	0	0.9000000000000001	
PDE4D	autism	ENSG00000113448	5144	0	0	1	0	0	0	0	0	0	0	0	"phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)"	DPDE3|HSPDE4D|PDE4DN2|STRK1	"cAMP-specific phosphodiesterase 4D|cAMP-specific phosphodiesterase PDE4D6|dunce-like phosphodiesterase E3|phosphodiesterase 4D|phosphodiesterase 4D, cAMP-specific (dunce"	5	5q12	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
HES6	autism	ENSG00000144485	55502	0	1	1	0	0	0	0	0	0	0	0	hairy and enhancer of split 6 (Drosophila)	HES-6|bHLHb41|bHLHc23	hairy and enhancer of split 6	2	2q37.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
HLA-B	autism	ENSG00000204525	3106	0	1	1	0	0	0	0	0	0	0	0	"major histocompatibility complex, class I, B"	AS|HLA-B-7301|HLA-B73|HLAB|HLAC|MGC111087|SPDA1	"HLA class I histocompatibility antigen, B alpha chain|HLA class I histocompatibility antigen, B-7 alpha chain|HLA class I histocompatibility antigen, Cw-5 alpha chain|HLA-B alpha chain (HLA-B*7301)|MHC Class I HLA heavy chain|MHC HLA-B cell surface glycoprotein|MHC class I antigen GN00104|MHC class I antigen HLA-B heavy chain|MHC class I antigen SHCHA|OTTHUMP00000029212|OTTHUMP00000034826|leukocyte antigen class I-B|lymphocyte antigen"	6	6p21.3	16720216,	1	2	0.0070		0	0	0	0.9000000000000001	
NGF	autism	ENSG00000134259	4803	0	1	1	0	0	0	0	0	0	0	0	nerve growth factor (beta polypeptide)	Beta-NGF|HSAN5|MGC161426|MGC161428|NGFB	"OTTHUMP00000013653|beta-nerve growth factor|nerve growth factor, beta polypeptide|nerve growth factor, beta subunit"	1	1p13.1	19598235,	1	2	0.0070		0	0	0	0.9000000000000001	
COBL	autism	ENSG00000106078	23242	0	1	1	0	0	0	0	0	0	0	0	cordon-bleu homolog (mouse)	DKFZp686G13227|KIAA0633|MGC131893	cordon-bleu homolog	7	7p12.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
ADORA2A	autism	ENSG00000128271	135	0	0	1	0	0	0	0	0	0	0	0	adenosine A2a receptor	ADORA2|RDC8|hA2aR	adenosine A2 receptor|adenosine receptor subtype A2a	22	22q11.23	19565319,	1	1	0.0070		0	0	0	0.9000000000000001	
DRD5	autism	ENSG00000169676	1816	0	1	1	0	0	0	0	0	0	0	0	dopamine receptor D5	DBDR|DRD1B|DRD1L2|MGC10601	D1beta dopamine receptor|dopamine receptor D1B	4	4p16.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
NOSTRIN	autism	ENSG00000163072	115677	0	1	1	0	0	0	0	0	0	0	0	nitric oxide synthase trafficker	DaIP2|MGC20702	ENOS traffic inducer|endothelial nitric oxide synthase traffic inducer|nitric oxide synthase trafficking|ortholog of mouse disabled 2 interacting proein 2	2	2q24.3	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
VDR	autism	ENSG00000111424	7421	0	0	1	0	0	0	0	0	0	0	0	"vitamin D (1,25- dihydroxyvitamin D3) receptor"	NR1I1	"vitamin D (1,25-dihydroxyvitamin D3) receptor"	12	12q13.11	15854747,	1	1	0.0070		0	0	0	0.9000000000000001	
PTK2	autism	ENSG00000169398	5747	0	1	1	0	0	0	0	0	0	0	0	PTK2 protein tyrosine kinase 2	FADK|FAK|FAK1|pp125FAK	focal adhesion kinase 1	8	8q24-qter	19736351,	1	2	0.0070		0	0	0	0.9000000000000001	
ADRA2A	autism	ENSG00000150594	150	0	1	1	0	0	0	0	0	0	0	0	"adrenergic, alpha-2A-, receptor"	ADRA2|ADRA2R|ADRAR|ALPHA2AAR|ZNF32	"OTTHUMP00000058849|alpha-2-adrenergic receptor, platelet type|alpha-2A adrenoceptor|alpha-2A-adrenergic receptor|alpha-2AAR subtype C10"	10	10q24-q26	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
GRPR	autism	ENSG00000126010	2925	0	1	1	0	0	0	1	0	1	0	1	gastrin-releasing peptide receptor	-	GRP-preferring bombesin receptor|OTTHUMP00000022983	X	Xp22.2-p22.13	14729406,	1	5	0.0070		1	0	0	0.9000000000000001	
AUTS2	autism	ENSG00000158321	26053	0	1	1	1	0	1	1	1	1	0	0	autism susceptibility candidate 2	FBRSL2|KIAA0442|MGC13140	autism-related protein 1	7	7q11.22	19546859,	1	7	0.0070		0	0	0	0.9000000000000001	
ADRA2C	autism	ENSG00000184160	152	0	0	1	0	0	0	0	0	0	0	1	"adrenergic, alpha-2C-, receptor"	ADRA2L2|ADRA2RL2|ADRARL2|ALPHA2CAR	alpha-2C-adrenergic receptor|alpha2-AR-C4	4	4p16	11317218,	1	2	0.0070		1	0	0	0.9000000000000001	
EGF	autism	ENSG00000138798	1950	0	1	1	0	0	0	0	0	0	0	0	epidermal growth factor (beta-urogastrone)	HOMG4|URG	-	4	4q25	17626784,	1	2	0.0070		0	0	0	0.9000000000000001	
MUC1	autism	ENSG00000185499	4582	0	1	1	0	0	0	0	0	0	0	0	"mucin 1, cell surface associated"	CD227|EMA|H23AG|MAM6|PEM|PEMT|PUM	"DF3 antigen|H23 antigen|MUC-1/SEC|MUC-1/X|MUC1/ZD|OTTHUMP00000033787|OTTHUMP00000033790|OTTHUMP00000033795|breast carcinoma-associated antigen DF3|episialin|mucin 1|mucin 1, transmembrane|peanut-reactive urinary mucin|polymorphic epithelial mucin|tumor associated epithelial mucin"	1	1q21	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
MYO1D	autism	ENSG00000176658	4642	0	1	1	0	0	0	0	0	0	0	1	myosin ID	KIAA0727|myr4	myosin-I gamma	17	17q11-q12	17376794,	1	3	0.0070		1	0	0	0.9000000000000001	
AUTS5	autism		94313	1	1	1	0	0	0	0	0	1	1	0	-	-	-	2	2q	19267418,	1	5	0.0070		0	0	0	0.9000000000000001	
SLC6A14	autism	ENSG00000087916	11254	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 6 (amino acid transporter), member 14"	ATB(0+)|BMIQ11	"OTTHUMP00000023880|OTTHUMP00000043312|amino acid transporter B0+|solute carrier family 6 (neurotransmitter transporter), member 14"	X	Xq23-q24	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
NEUROG1	autism	ENSG00000181965	4762	0	1	1	0	0	0	0	0	1	0	0	neurogenin 1	AKA|Math4C|NEUROD3|bHLHa6|ngn1	OTTHUMP00000159409|neurogenic differentiation 3	5	5q23-q31	18053270,	1	3	0.0070		0	0	0	0.9000000000000001	
DOCK3	autism		1795	0	1	1	0	0	0	0	0	0	0	0	dedicator of cytokinesis 3	KIAA0299|MOCA|PBP	dedicator of cyto-kinesis 3|modifier of cell adhesion|presenilin-binding protein	3	3p21.31	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
DOCK4	autism		9732	0	1	1	0	0	0	0	0	0	0	0	dedicator of cytokinesis 4	FLJ34238|KIAA0716|MGC134911|MGC134912	-	7	7q31.1	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
FEZF1	autism	ENSG00000128610	389549	0	1	1	0	0	0	0	0	0	0	0	FEZ family zinc finger 1	ZNF312B	zinc finger protein 312-like|zinc finger protein 312B	7	7q31.32	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
TRAF3IP1	autism	ENSG00000204104	26146	0	0	1	0	0	0	0	0	0	0	0	TNF receptor-associated factor 3 interacting protein 1	DKFZp434F124|MIP-T3|MIPT3	interleukin 13 receptor alpha 1-binding protein-1|microtubule interacting protein that associates with TRAF3|microtubule-interacting protein that associates with TRAF3	2	2q37.3	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
ATF5	autism	ENSG00000169136	22809	0	0	1	0	0	0	0	0	0	0	0	activating transcription factor 5	ATFX|FLJ34666|HMFN0395	-	19	19q13.3	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
ATF4	autism	ENSG00000128272	468	0	0	1	0	0	0	0	0	0	0	0	activating transcription factor 4 (tax-responsive enhancer element B67)	CREB-2|CREB2|TAXREB67|TXREB	activating transcription factor 4|cAMP response element-binding protein 2	22	22q13.1	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
TSC1	autism	ENSG00000165699	7248	0	1	1	0	0	0	0	0	0	0	0	tuberous sclerosis 1	KIAA0243|LAM|MGC86987|TSC	OTTHUMP00000022439|hamartin|tuberous sclerosis 1 protein|tumor suppressor	9	9q34	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
TSC2	autism	ENSG00000103197	7249	0	1	1	0	0	0	0	0	1	0	0	tuberous sclerosis 2	FLJ43106|LAM|TSC4	tuberin	16	16p13.3	19058789,	1	3	0.0070		0	0	0	0.9000000000000001	
SLC13A1	autism	ENSG00000081800	6561	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 13 (sodium/sulfate symporters), member 1"	NAS1|NaSi-1	"solute carrier family 13 (sodium/sulphate symporters), member 1"	7	7q31-q32	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
MTNR1B	autism	ENSG00000134640	4544	0	1	1	0	0	0	0	0	0	0	0	melatonin receptor 1B	MEL-1B-R|MT2	melatonin receptor MEL1B|melatonin receptor type 1B	11	11q21-q22	19184136,	1	2	0.0070		0	0	0	0.9000000000000001	
ADRA1B	autism	ENSG00000170214	147	0	1	1	0	0	0	0	0	0	0	0	"adrenergic, alpha-1B-, receptor"	ADRA1|ALPHA1BAR	alpha-1B-adrenergic receptor	5	5q23-q32	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CACNA1G	autism		8913	0	0	1	0	0	0	0	0	0	0	0	"calcium channel, voltage-dependent, T type, alpha 1G subunit"	Ca(V)T.1|Cav3.1|MGC117234|NBR13	"calcium channel, voltage-dependent, T type, alpha-1G subunit|calcium channel, voltage-dependent, alpha 1G subunit|voltage-dependent calcium channel alpha 1G subunit|voltage-dependent calcium channel alpha 1G subunit, isoform 11"	17	17q22	19455149,	1	1	0.0070		0	0	0	0.9000000000000001	
FABP3	autism	ENSG00000121769	2170	0	0	1	0	0	0	0	0	0	0	0	"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"	FABP11|H-FABP|MDGI|O-FABP	"Fatty acid-binding protein 3, muscle|OTTHUMP00000003898|fatty acid binding protein 11|fatty acid binding protein 3|mammary-derived growth inhibitor"	1	1p33-p32	20057506,	1	1	0.0070		0	0	0	0.9000000000000001	
CACNA1H	autism		8912	0	1	1	0	0	0	1	0	0	0	1	"calcium channel, voltage-dependent, T type, alpha 1H subunit"	CACNA1HB|Cav3.2|EIG6|FLJ90484	"calcium channel, voltage-dependent, T type, alpha 1Hb subunit|calcium channel, voltage-dependent, alpha 1H subunit|low-voltage-activated calcium channel alpha1 3.2 subunit|low-voltage-activated calcium channel alpha13.2 subunit|voltage dependent t-type calcium channel alpha-1H subunit|voltage-gated calcium channel alpha subunit Cav3.2|voltage-gated calcium channel alpha subunit CavT.2"	16	16p13.3	16754686,	1	4	0.0070		1	0	0	0.9000000000000001	
SYNGAP1	autism	ENSG00000197283	8831	0	0	1	0	0	0	0	0	0	0	0	synaptic Ras GTPase activating protein 1 homolog (rat)	DKFZp761G1421|KIAA1938|MRD5|RASA1|RASA5|SYNGAP	"OTTHUMP00000064825|synaptic Ras GTPase activating protein 1|synaptic Ras GTPase activating protein 1 (homolog of rat)|synaptic Ras GTPase activating protein, 135kDa"	6	6p21.3	19196676,	1	1	0.0070		0	0	0	0.9000000000000001	
FABP7	autism	ENSG00000164434	2173	0	0	1	0	0	0	0	0	0	0	0	"fatty acid binding protein 7, brain"	B-FABP|BLBP|DKFZp547J2313|FABPB|MRG	OTTHUMP00000017118|brain lipid binding protein|mammary-derived growth inhibitor-related	6	6q22-q23	20057506,	1	1	0.0070		0	0	0	0.9000000000000001	
FABP5	autism	ENSG00000164687	2171	0	0	1	0	0	0	0	0	0	0	0	fatty acid binding protein 5 (psoriasis-associated)	E-FABP|EFABP|PA-FABP|PAFABP	-	8	8q21.13	20057506,	1	1	0.0070		0	0	0	0.9000000000000001	
MTNR1A	autism	ENSG00000168412	4543	0	1	1	0	0	0	0	0	0	0	0	melatonin receptor 1A	MEL-1A-R|MT1	melatonin receptor type 1A	4	4q35.1	19184136,	1	2	0.0070		0	0	0	0.9000000000000001	
FIGNL1	autism	ENSG00000132436	63979	0	1	1	0	0	0	0	0	0	0	0	fidgetin-like 1	-	-	7	7p12.2	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
LEPR	autism	ENSG00000116678	3953	0	1	1	0	0	0	0	0	0	0	0	leptin receptor	CD295|OBR	OB receptor|OTTHUMP00000010693|OTTHUMP00000010694	1	1p31	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
PAX6	autism	ENSG00000007372	5080	0	1	1	0	0	0	0	0	0	0	0	paired box 6	AN|AN2|D11S812E|MGC17209|MGDA|WAGR	OTTHUMP00000038833|OTTHUMP00000038834|OTTHUMP00000038835|OTTHUMP00000038836|OTTHUMP00000038837|OTTHUMP00000038838|OTTHUMP00000038839|OTTHUMP00000038840|paired box gene 6|paired box homeotic gene-6	11	11p13	19607881,	1	2	0.0070		0	0	0	0.9000000000000001	
VGF	autism	ENSG00000128564	7425	0	0	1	0	0	0	0	0	0	0	0	VGF nerve growth factor inducible	-	neuro-endocrine specific protein VGF|neurosecretory protein VGF	7	7q22.1	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
TSPAN12	autism	ENSG00000106025	23554	0	1	1	0	0	0	0	0	0	0	0	tetraspanin 12	NET-2|TM4SF12	tetraspan NET-2|transmembrane 4 superfamily member 12	7	7q31.31	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
NDE1	autism	ENSG00000072864	54820	0	0	1	0	0	0	0	0	0	0	0	nudE nuclear distribution gene E homolog 1 (A. nidulans)	FLJ20101|HOM-TES-87|NUDE|NUDE1	"LIS1-interacting protein NUDE1, rat homolog|OTTHUMP00000160329|OTTHUMP00000160330|nuclear distribution gene E homolog 1"	16	16p13.11	19786961,	1	1	0.0070		0	0	0	0.9000000000000001	
CASP3	autism	ENSG00000164305	836	0	1	1	0	0	0	0	0	0	0	0	"caspase 3, apoptosis-related cysteine peptidase"	CPP32|CPP32B|SCA-1	"OTTHUMP00000165054|PARP cleavage protease|SREBP cleavage activity 1|Yama|apopain|caspase 3|caspase 3, apoptosis-related cysteine protease|cysteine protease CPP32|procaspase3"	4	4q34	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
SLC1A3	autism	ENSG00000079215	6507	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 1 (glial high affinity glutamate transporter), member 3"	EA6|EAAT1|FLJ25094|GLAST|GLAST1	glutamate transporter variant EAAT1ex9skip	5	5p13	19736351,	1	2	0.0070		0	0	0	0.9000000000000001	
MAZ	autism	ENSG00000103495	4150	0	1	1	0	0	0	0	0	0	0	0	MYC-associated zinc finger protein (purine-binding transcription factor)	PUR1|Pur-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|Zif87	"MYC-associated zinc finger protein|purine-binding transcription factor|serum amyloid A activating factor 1|serum amyloid A activating factor 2|zinc-finger protein, 87 kilodaltons"	16	16p11.2	19242545,	1	2	0.0070		0	0	0	0.9000000000000001	
CASP9	autism	ENSG00000132906	842	0	1	1	0	0	0	0	0	0	0	0	"caspase 9, apoptosis-related cysteine peptidase"	APAF-3|APAF3|CASPASE-9c|ICE-LAP6|MCH6	"ICE-like apoptotic protease 6|OTTHUMP00000002322|OTTHUMP00000002323|OTTHUMP00000044594|apoptotic protease MCH-6|apoptotic protease activating factor 3|caspase 9|caspase 9, apoptosis-related cysteine protease"	1	1p36.3-p36.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
NFIL3	autism	ENSG00000165030	4783	0	1	1	0	0	0	0	0	0	0	0	"nuclear factor, interleukin 3 regulated"	E4BP4|IL3BP1|NF-IL3A|NFIL3A	OTTHUMP00000021633|interleukin-3 promoter transcriptional activator	9	9q22	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
DLG2	autism	ENSG00000150672	1740	0	1	1	0	0	0	0	0	0	0	0	"discs, large homolog 2 (Drosophila)"	DKFZp781D1854|DKFZp781E0954|FLJ37266|MGC131811|PSD-93|PSD93|chapsyn-110	"OTTHUMP00000165969|channel-associated protein of synapses, 110kDa|chapsyn-110|discs, large homolog 2, chapsyn-110"	11	11q14.1	19736351,	1	2	0.0070		0	0	0	0.9000000000000001	
OTX1	autism	ENSG00000115507	5013	0	0	1	0	0	0	0	0	0	0	0	orthodenticle homeobox 1	FLJ38361|MGC15736	homeobox protein OTX1|orthodenticle homolog 1	2	2p13	19018235,	1	1	0.0070		0	0	0	0.9000000000000001	
ESR1	autism	ENSG00000091831	2099	0	0	1	0	0	0	0	0	0	0	0	estrogen receptor 1	DKFZp686N23123|ER|ESR|ESRA|Era|NR3A1	OTTHUMP00000017718|OTTHUMP00000017719|estrogen receptor alpha	6	6q25.1	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
ESR2	autism	ENSG00000140009	2100	0	0	1	0	0	0	0	0	0	0	0	estrogen receptor 2 (ER beta)	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	estrogen receptor beta|estrogen receptor beta 4	14	14q23.2	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CHRM5	autism	ENSG00000184984	1133	0	1	1	0	0	0	0	0	0	0	0	"cholinergic receptor, muscarinic 5"	HM5|MGC41838	OTTHUMP00000159731|muscarinic acetylcholine receptor M5	15	15q26	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
